time,a,b,c,d,e,f,g,h,i,j,k
2007-04-01,6.2117919921875,8.890045166015625,14.358612060546875,17.18896484375,17.937225341796875,14.54351806640625,19.306854248046875,23.22894287109375,22.2132568359375,20.808319091796875,19.37054443359375
2007-05-01,7.190673828125,10.35504150390625,15.314788818359375,17.936065673828125,18.35089111328125,14.90216064453125,19.506622314453125,22.81463623046875,24.893524169921875,24.343597412109375,22.55267333984375
2007-06-01,9.05963134765625,11.815460205078125,17.621490478515625,19.33868408203125,18.477935791015625,15.977630615234375,19.9752197265625,25.391937255859375,26.7784423828125,27.955657958984375,26.19927978515625
2007-07-01,11.713226318359375,14.057586669921875,19.2344970703125,21.52264404296875,19.893829345703125,17.395599365234375,21.953704833984375,28.41571044921875,28.203369140625,29.14324951171875,28.705474853515625
2007-08-01,13.6005859375,15.047393798828125,19.283416748046875,21.966552734375,20.238739013671875,18.471343994140625,22.9122314453125,27.876312255859375,30.163665771484375,30.595458984375,30.22344970703125
2007-09-01,13.7572021484375,16.32257080078125,19.5174560546875,21.91668701171875,21.4210205078125,19.81378173828125,23.6585693359375,27.575958251953125,29.10076904296875,30.168487548828125,30.029266357421875
2007-10-01,10.9854736328125,13.1361083984375,18.213165283203125,21.22552490234375,20.934539794921875,18.916229248046875,21.513458251953125,28.19525146484375,29.135955810546875,26.9114990234375,26.42230224609375
2007-11-01,8.739715576171875,11.6575927734375,17.06317138671875,19.90301513671875,20.24066162109375,18.21881103515625,20.36383056640625,27.566436767578125,26.09429931640625,23.7303466796875,23.4158935546875
2007-12-01,7.19183349609375,10.559783935546875,15.89697265625,18.8983154296875,18.662628173828125,15.538299560546875,18.800872802734375,25.125946044921875,22.14825439453125,18.727386474609375,18.874755859375
2008-01-01,6.016754150390625,9.083740234375,14.47894287109375,17.90777587890625,17.831298828125,14.47369384765625,17.6845703125,22.32586669921875,18.79278564453125,16.20526123046875,15.909942626953125
2008-02-01,5.479217529296875,8.169281005859375,13.84454345703125,17.176483154296875,17.36328125,13.9373779296875,17.074615478515625,21.46282958984375,18.251373291015625,16.734100341796875,15.4661865234375
2008-03-01,5.309814453125,8.616455078125,13.234130859375,17.139434814453125,17.10943603515625,14.636260986328125,18.0914306640625,22.13372802734375,19.41473388671875,17.68646240234375,17.42431640625
2008-04-01,5.382720947265625,9.0667724609375,13.274688720703125,17.07568359375,16.82061767578125,15.119140625,18.264404296875,23.7686767578125,22.1573486328125,20.27838134765625,20.371826171875
2008-05-01,6.288543701171875,10.05999755859375,15.235015869140625,17.826385498046875,16.85687255859375,15.3543701171875,18.7247314453125,25.100830078125,24.2052001953125,22.892852783203125,21.6038818359375
2008-06-01,7.864349365234375,12.0194091796875,17.234405517578125,18.65618896484375,18.414825439453125,17.145904541015625,19.721099853515625,26.30841064453125,26.0888671875,26.65496826171875,25.474945068359375
2008-07-01,10.76995849609375,15.3782958984375,19.063323974609375,20.302001953125,20.153045654296875,17.982574462890625,22.3765869140625,27.409393310546875,29.0394287109375,29.69927978515625,28.924896240234375
2008-08-01,12.39208984375,16.225250244140625,20.959686279296875,21.21630859375,20.60247802734375,18.81878662109375,24.25927734375,28.84771728515625,29.853057861328125,30.236663818359375,30.442901611328125
2008-09-01,12.866973876953125,16.365936279296875,20.615936279296875,21.0440673828125,20.433319091796875,19.34661865234375,24.32928466796875,29.1004638671875,30.234619140625,30.3900146484375,30.9207763671875
2008-10-01,10.696685791015625,15.057952880859375,18.889068603515625,20.901336669921875,20.040283203125,18.176971435546875,23.53887939453125,29.364532470703125,29.33709716796875,27.95367431640625,27.821929931640625
2008-11-01,8.472991943359375,12.95208740234375,17.71038818359375,19.933929443359375,19.2490234375,17.7193603515625,23.29541015625,28.492584228515625,26.617889404296875,23.338653564453125,23.680389404296875
2008-12-01,6.985382080078125,11.497283935546875,16.093963623046875,18.29937744140625,17.7882080078125,16.013275146484375,20.798065185546875,26.751708984375,23.875701904296875,19.9027099609375,19.990966796875
2009-01-01,5.947906494140625,9.726531982421875,14.68634033203125,17.06585693359375,16.885498046875,14.838897705078125,19.563751220703125,24.59674072265625,20.542266845703125,17.273651123046875,17.20074462890625
2009-02-01,5.61981201171875,9.381195068359375,13.08197021484375,16.67730712890625,16.475921630859375,15.029266357421875,19.08917236328125,23.611328125,20.3419189453125,17.985198974609375,16.6043701171875
2009-03-01,5.579925537109375,8.918212890625,12.55267333984375,16.261810302734375,17.19854736328125,14.873199462890625,19.8167724609375,24.00054931640625,21.546600341796875,18.619110107421875,17.6324462890625
2009-04-01,5.8865966796875,9.25531005859375,13.066680908203125,16.368255615234375,17.2586669921875,14.77496337890625,19.585540771484375,22.986358642578125,21.96142578125,19.66790771484375,18.61419677734375
2009-05-01,7.69757080078125,10.180755615234375,14.94110107421875,18.05474853515625,18.304656982421875,14.9862060546875,19.650238037109375,24.507171630859375,25.75982666015625,25.0321044921875,23.8961181640625
2009-06-01,10.354705810546875,13.038818359375,17.267578125,19.033477783203125,19.65948486328125,17.122161865234375,19.801025390625,24.1278076171875,28.531097412109375,27.829376220703125,25.35528564453125
2009-07-01,12.238555908203125,15.667755126953125,19.2734375,19.889801025390625,20.5888671875,18.293304443359375,22.695526123046875,27.68536376953125,30.103240966796875,30.561187744140625,29.13104248046875
2009-08-01,14.397979736328125,17.46527099609375,19.84649658203125,21.361572265625,21.747894287109375,19.018218994140625,24.298248291015625,28.70111083984375,31.450897216796875,31.643890380859375,30.787750244140625
2009-09-01,12.91845703125,16.661651611328125,20.16107177734375,21.851806640625,22.3248291015625,20.1129150390625,24.372528076171875,28.951141357421875,30.6307373046875,30.469329833984375,30.45751953125
2009-10-01,11.381072998046875,15.447113037109375,18.79296875,21.099884033203125,21.187225341796875,18.56756591796875,24.08837890625,28.24578857421875,29.447906494140625,28.411163330078125,27.46209716796875
2009-11-01,8.99310302734375,12.48944091796875,17.8323974609375,20.342315673828125,19.596527099609375,17.4110107421875,21.601806640625,27.9571533203125,26.738739013671875,24.430206298828125,23.81414794921875
2009-12-01,7.359893798828125,10.8114013671875,16.718719482421875,19.3311767578125,18.888214111328125,16.129669189453125,20.407867431640625,26.280853271484375,23.84674072265625,21.4117431640625,19.869720458984375
2010-01-01,6.444091796875,9.9332275390625,15.397491455078125,18.638336181640625,18.80645751953125,15.577178955078125,20.17852783203125,24.682037353515625,22.131317138671875,19.396759033203125,17.775665283203125
2010-02-01,6.400390625,9.708404541015625,14.329437255859375,17.88323974609375,18.375244140625,15.029571533203125,19.986083984375,23.9111328125,22.14996337890625,19.667724609375,17.356475830078125
2010-03-01,6.437530517578125,9.631622314453125,13.88409423828125,17.610107421875,17.742767333984375,15.334747314453125,19.504547119140625,23.96820068359375,21.660919189453125,19.260467529296875,18.048309326171875
2010-04-01,6.400177001953125,9.17266845703125,13.513641357421875,17.669830322265625,18.07611083984375,15.951934814453125,18.890045166015625,24.538818359375,22.96417236328125,20.857147216796875,19.486846923828125
2010-05-01,7.73968505859375,9.934295654296875,14.870635986328125,18.151397705078125,18.20526123046875,15.22900390625,18.797088623046875,23.540283203125,24.893829345703125,23.021575927734375,22.18609619140625
2010-06-01,9.188690185546875,11.4879150390625,15.4300537109375,19.539794921875,18.431976318359375,15.74017333984375,19.14996337890625,24.0120849609375,26.980987548828125,27.196319580078125,25.108245849609375
2010-07-01,11.589874267578125,14.4468994140625,16.38482666015625,19.41204833984375,19.72088623046875,16.49609375,20.726287841796875,25.48809814453125,28.33245849609375,29.406036376953125,28.602691650390625
2010-08-01,13.75775146484375,16.540069580078125,17.75347900390625,19.637939453125,20.29742431640625,17.322723388671875,22.09326171875,28.44134521484375,30.002227783203125,31.00384521484375,30.726104736328125
2010-09-01,13.730560302734375,17.131744384765625,18.980224609375,20.17132568359375,20.31317138671875,17.875946044921875,22.8270263671875,27.112884521484375,30.539154052734375,31.06500244140625,30.100494384765625
2010-10-01,11.52166748046875,14.886016845703125,19.093475341796875,20.523681640625,20.264312744140625,17.898773193359375,20.926513671875,27.470672607421875,29.00927734375,27.22796630859375,27.855743408203125
2010-11-01,9.254730224609375,12.45587158203125,17.457489013671875,19.917938232421875,19.486572265625,17.015838623046875,19.602386474609375,25.6961669921875,25.68572998046875,22.395294189453125,22.3355712890625
2010-12-01,7.819580078125,10.652587890625,15.540679931640625,18.899749755859375,18.69866943359375,15.207061767578125,18.92327880859375,23.940216064453125,22.0047607421875,18.520843505859375,18.44805908203125
2011-01-01,6.5916748046875,9.755859375,14.279693603515625,18.106964111328125,18.09521484375,13.9483642578125,18.268280029296875,23.02587890625,19.953521728515625,16.982879638671875,16.591827392578125
2011-02-01,6.25616455078125,9.56732177734375,13.98382568359375,17.2388916015625,17.729400634765625,14.1614990234375,17.498199462890625,22.37548828125,18.367889404296875,16.090423583984375,15.966705322265625
2011-03-01,5.8297119140625,8.502899169921875,12.9793701171875,16.89166259765625,17.33123779296875,14.52935791015625,17.9249267578125,22.23187255859375,19.98883056640625,17.86248779296875,17.60443115234375
2011-04-01,6.012481689453125,8.642486572265625,12.717193603515625,17.747894287109375,17.91204833984375,15.896881103515625,18.4876708984375,22.58526611328125,22.4803466796875,20.663421630859375,19.629364013671875
2011-05-01,7.307891845703125,9.2796630859375,13.5447998046875,18.23736572265625,18.4334716796875,15.8021240234375,18.923370361328125,24.45501708984375,25.19097900390625,22.776702880859375,21.867828369140625
2011-06-01,10.16168212890625,10.97613525390625,14.42108154296875,18.52215576171875,18.615142822265625,16.005462646484375,19.078857421875,24.84027099609375,28.837615966796875,27.272003173828125,24.71990966796875
2011-07-01,11.467620849609375,13.120849609375,17.642364501953125,18.746063232421875,19.07476806640625,17.7520751953125,20.6031494140625,27.088836669921875,30.31610107421875,30.2301025390625,29.3367919921875
2011-08-01,13.572418212890625,15.439666748046875,19.49163818359375,19.925750732421875,19.99786376953125,18.591949462890625,21.7320556640625,29.152618408203125,30.7100830078125,31.43267822265625,30.861907958984375
2011-09-01,12.9072265625,16.79656982421875,20.53363037109375,20.973114013671875,20.392059326171875,18.935302734375,23.10943603515625,30.0379638671875,31.43157958984375,31.328948974609375,30.409454345703125
2011-10-01,10.43341064453125,13.511962890625,19.058197021484375,21.233245849609375,20.40350341796875,18.764923095703125,21.787811279296875,29.641693115234375,30.36279296875,27.972747802734375,27.938812255859375
2011-11-01,8.587371826171875,12.003814697265625,17.38763427734375,19.64849853515625,19.74908447265625,16.877410888671875,20.898223876953125,28.978515625,25.9647216796875,21.593475341796875,22.816986083984375
2011-12-01,7.53131103515625,10.29193115234375,15.755706787109375,18.17108154296875,18.727569580078125,15.58197021484375,19.01739501953125,25.665802001953125,20.8282470703125,18.097137451171875,18.4212646484375
2012-01-01,6.55157470703125,9.72369384765625,14.852874755859375,17.603118896484375,17.895904541015625,15.378082275390625,18.709625244140625,23.307342529296875,19.10650634765625,16.957000732421875,17.188873291015625
2012-02-01,6.08795166015625,8.953460693359375,14.31475830078125,17.438568115234375,16.98114013671875,14.891632080078125,18.237762451171875,23.46722412109375,19.34576416015625,17.21551513671875,16.5653076171875
2012-03-01,5.450286865234375,8.04986572265625,13.562652587890625,17.2591552734375,17.16973876953125,14.993560791015625,18.75018310546875,23.4293212890625,19.62762451171875,17.624267578125,17.035888671875
2012-04-01,6.2332763671875,8.220794677734375,12.8974609375,17.4586181640625,17.607147216796875,15.799713134765625,19.36883544921875,22.492218017578125,22.276641845703125,19.8240966796875,19.38885498046875
2012-05-01,6.93707275390625,9.58514404296875,14.8087158203125,18.6302490234375,18.159423828125,16.26422119140625,19.25189208984375,23.275970458984375,25.586700439453125,24.714874267578125,22.781524658203125
2012-06-01,8.670196533203125,10.862548828125,16.0238037109375,19.5814208984375,18.730438232421875,16.37005615234375,19.517181396484375,26.6326904296875,28.07696533203125,27.99560546875,25.65032958984375
2012-07-01,11.36346435546875,12.69915771484375,17.7906494140625,19.939117431640625,19.01470947265625,17.018829345703125,21.1793212890625,28.67803955078125,29.62677001953125,30.172515869140625,29.454681396484375
2012-08-01,13.265411376953125,15.71514892578125,19.169891357421875,20.753448486328125,19.106201171875,18.574066162109375,23.022735595703125,29.674468994140625,30.862396240234375,31.53582763671875,31.02496337890625
2012-09-01,13.179779052734375,16.548431396484375,19.0550537109375,20.93560791015625,19.147430419921875,20.845672607421875,23.974609375,29.671844482421875,30.9342041015625,30.6787109375,31.08160400390625
2012-10-01,11.48516845703125,15.8612060546875,18.69134521484375,21.059326171875,19.955078125,20.431671142578125,24.404937744140625,29.8251953125,29.869842529296875,28.378021240234375,28.332855224609375
2012-11-01,8.552215576171875,12.895904541015625,17.323028564453125,20.495086669921875,19.56060791015625,18.669708251953125,22.402801513671875,28.441314697265625,27.34722900390625,24.44549560546875,24.2523193359375
2012-12-01,7.15313720703125,10.52069091796875,15.088653564453125,19.390960693359375,18.902496337890625,17.28778076171875,20.8756103515625,26.73553466796875,24.45269775390625,20.94598388671875,21.31060791015625
2013-01-01,6.49981689453125,9.171142578125,13.2623291015625,17.946502685546875,17.8033447265625,15.494171142578125,19.439727783203125,24.386810302734375,21.287078857421875,17.88519287109375,17.300811767578125
2013-02-01,6.395721435546875,8.888275146484375,12.955963134765625,17.188690185546875,17.21270751953125,15.1614990234375,18.516632080078125,23.52630615234375,20.158447265625,17.254150390625,16.380828857421875
2013-03-01,6.17254638671875,8.783782958984375,13.1253662109375,16.65032958984375,17.5535888671875,14.9163818359375,19.099273681640625,23.021942138671875,20.764129638671875,18.24957275390625,17.98077392578125
2013-04-01,6.526336669921875,9.948211669921875,14.023681640625,17.2796630859375,18.1497802734375,15.332366943359375,18.82391357421875,23.572845458984375,22.435150146484375,21.10137939453125,19.70574951171875
2013-05-01,7.85467529296875,11.896240234375,15.329345703125,18.217376708984375,18.745941162109375,16.147857666015625,19.9091796875,23.047515869140625,25.25091552734375,23.522308349609375,21.765167236328125
2013-06-01,10.06097412109375,12.8770751953125,17.609710693359375,18.8389892578125,19.357635498046875,16.435943603515625,20.23980712890625,22.97650146484375,26.969207763671875,27.343963623046875,25.71588134765625
2013-07-01,13.1339111328125,16.257049560546875,19.4366455078125,20.882598876953125,20.27862548828125,18.4486083984375,22.4378662109375,26.829132080078125,29.24090576171875,29.455047607421875,28.980010986328125
2013-08-01,15.144927978515625,18.230621337890625,21.3133544921875,21.9766845703125,20.21795654296875,18.598663330078125,22.5086669921875,29.799591064453125,30.7408447265625,30.816131591796875,30.207611083984375
2013-09-01,15.298065185546875,17.55157470703125,21.692596435546875,23.583587646484375,21.32843017578125,19.6334228515625,23.07037353515625,29.428955078125,30.276214599609375,30.340545654296875,30.44805908203125
2013-10-01,11.787689208984375,14.4820556640625,19.745269775390625,21.864715576171875,21.051727294921875,18.633575439453125,22.09478759765625,29.3994140625,29.067413330078125,26.714630126953125,25.675384521484375
2013-11-01,9.851806640625,13.462249755859375,18.64788818359375,20.851409912109375,20.357208251953125,18.30352783203125,21.922607421875,27.709381103515625,26.262298583984375,24.484710693359375,22.43255615234375
2013-12-01,8.165802001953125,11.90692138671875,17.04937744140625,19.17547607421875,19.294189453125,16.67083740234375,20.291107177734375,25.356414794921875,22.785858154296875,19.8306884765625,19.19171142578125
2014-01-01,7.749603271484375,11.557586669921875,15.98260498046875,18.36212158203125,18.871307373046875,16.111175537109375,19.728759765625,24.593994140625,20.88702392578125,18.204620361328125,17.7650146484375
2014-02-01,6.89190673828125,11.06060791015625,15.00091552734375,17.863739013671875,18.371612548828125,15.410125732421875,18.748687744140625,24.27020263671875,22.337860107421875,19.701507568359375,18.368133544921875
2014-03-01,6.692474365234375,10.638092041015625,14.48675537109375,17.99322509765625,18.406280517578125,15.526397705078125,19.503021240234375,24.032684326171875,22.91558837890625,20.45721435546875,19.50628662109375
2014-04-01,7.595550537109375,10.73370361328125,14.647308349609375,18.222412109375,18.424072265625,16.0980224609375,19.846435546875,24.12139892578125,24.244873046875,21.206268310546875,21.116485595703125
2014-05-01,9.411346435546875,11.76287841796875,16.412078857421875,19.029510498046875,19.236114501953125,16.9649658203125,20.63348388671875,25.64947509765625,26.0911865234375,24.254180908203125,22.1993408203125
2014-06-01,11.469757080078125,13.822113037109375,17.452484130859375,19.22735595703125,19.51141357421875,17.5806884765625,21.8270263671875,27.45147705078125,29.1478271484375,28.7506103515625,27.18212890625
2014-07-01,13.85009765625,16.35821533203125,19.443023681640625,20.56524658203125,20.85357666015625,19.726715087890625,23.814544677734375,30.3465576171875,30.772430419921875,30.829376220703125,29.836181640625
2014-08-01,15.63970947265625,19.3720703125,21.335906982421875,21.69158935546875,21.837982177734375,21.369476318359375,25.41949462890625,30.90380859375,31.240966796875,30.75848388671875,30.9407958984375
2014-09-01,15.78387451171875,19.195648193359375,20.91925048828125,22.4486083984375,22.6292724609375,21.38470458984375,25.381927490234375,28.314178466796875,30.0982666015625,30.606048583984375,30.75494384765625
2014-10-01,13.35516357421875,17.16717529296875,19.8297119140625,22.175262451171875,22.391326904296875,21.013397216796875,23.981658935546875,28.830902099609375,29.739013671875,28.928009033203125,28.45794677734375
2014-11-01,10.930145263671875,14.8455810546875,18.710723876953125,21.07757568359375,21.309051513671875,19.493011474609375,23.39617919921875,28.4794921875,26.98736572265625,25.383148193359375,24.485198974609375
2014-12-01,9.402008056640625,13.1568603515625,16.991363525390625,20.203277587890625,20.47869873046875,18.55596923828125,22.015350341796875,27.01519775390625,23.95440673828125,21.75323486328125,20.78668212890625
2015-01-01,8.337249755859375,12.276458740234375,15.92108154296875,19.55865478515625,19.5478515625,17.854827880859375,21.49969482421875,24.891387939453125,20.983123779296875,18.8546142578125,18.2315673828125
2015-02-01,8.23004150390625,12.383087158203125,16.29022216796875,19.212646484375,19.5357666015625,17.440093994140625,21.98748779296875,24.765777587890625,22.367095947265625,20.1165771484375,18.665771484375
2015-03-01,8.5919189453125,12.279083251953125,16.00469970703125,19.15960693359375,19.582061767578125,17.423095703125,21.63214111328125,24.86859130859375,22.69000244140625,20.847747802734375,19.756317138671875
2015-04-01,8.73577880859375,12.217010498046875,15.673614501953125,18.990478515625,19.432830810546875,17.5408935546875,21.540740966796875,25.27239990234375,24.555511474609375,22.930877685546875,20.978790283203125
2015-05-01,10.69140625,13.420135498046875,16.124237060546875,19.2615966796875,19.1129150390625,16.70440673828125,21.932861328125,25.024658203125,24.924163818359375,23.80621337890625,21.6785888671875
2015-06-01,12.418182373046875,16.11492919921875,18.167755126953125,20.3681640625,19.997344970703125,17.43743896484375,22.37738037109375,25.08245849609375,28.14935302734375,28.240753173828125,25.7984619140625
2015-07-01,14.615234375,18.12982177734375,19.95330810546875,22.4603271484375,22.6182861328125,19.60601806640625,23.691497802734375,27.948883056640625,29.900115966796875,30.553436279296875,29.088958740234375
2015-08-01,15.4290771484375,19.108795166015625,20.630828857421875,23.359710693359375,23.747772216796875,20.95294189453125,24.64776611328125,29.845916748046875,31.470123291015625,31.776947021484375,30.576416015625
2015-09-01,14.71807861328125,18.478118896484375,20.715301513671875,23.37335205078125,23.66204833984375,21.979034423828125,25.303802490234375,30.04205322265625,31.314849853515625,31.422271728515625,30.763092041015625
2015-10-01,13.121063232421875,17.328369140625,20.1143798828125,22.75177001953125,23.208709716796875,21.429168701171875,25.24591064453125,29.883087158203125,30.144683837890625,29.0374755859375,28.91668701171875
2015-11-01,10.51983642578125,14.485137939453125,18.806671142578125,21.076171875,20.95843505859375,19.191162109375,24.070098876953125,28.57574462890625,26.85546875,24.80499267578125,24.049285888671875
2015-12-01,8.863922119140625,12.321685791015625,16.88238525390625,19.791290283203125,19.518798828125,17.511505126953125,22.233612060546875,26.152313232421875,24.13592529296875,22.47198486328125,20.04058837890625
2016-01-01,7.9395751953125,10.981781005859375,15.555694580078125,18.9356689453125,18.58984375,16.16455078125,20.62152099609375,24.667449951171875,22.0670166015625,19.6142578125,18.08135986328125
2016-02-01,7.6751708984375,10.340911865234375,15.389923095703125,18.726776123046875,18.32159423828125,16.29437255859375,21.076812744140625,23.946258544921875,21.317352294921875,19.234710693359375,17.87744140625
2016-03-01,7.299224853515625,10.078094482421875,15.162567138671875,18.83819580078125,18.65765380859375,15.982452392578125,20.725128173828125,24.2469482421875,23.050811767578125,20.642303466796875,19.132781982421875
2016-04-01,8.077392578125,10.06341552734375,15.1806640625,19.0762939453125,18.89892578125,16.55462646484375,20.15838623046875,23.96551513671875,23.4296875,22.17047119140625,20.447540283203125
2016-05-01,9.593231201171875,12.19879150390625,15.49139404296875,19.330780029296875,19.186004638671875,16.345306396484375,20.602569580078125,23.6558837890625,25.250335693359375,23.6099853515625,21.647613525390625
2016-06-01,11.45391845703125,13.865478515625,17.438323974609375,20.200775146484375,20.167816162109375,17.194793701171875,21.217193603515625,25.342864990234375,27.42437744140625,27.26202392578125,25.233123779296875
2016-07-01,13.896820068359375,15.80499267578125,18.98931884765625,20.462432861328125,21.054046630859375,18.38201904296875,23.85650634765625,28.22772216796875,28.9561767578125,29.60516357421875,28.718841552734375
2016-08-01,15.706756591796875,17.015869140625,19.344329833984375,20.85223388671875,21.726959228515625,18.980804443359375,24.5587158203125,29.17462158203125,29.97723388671875,30.169158935546875,30.156585693359375
2016-09-01,15.718048095703125,17.87548828125,19.9962158203125,21.190032958984375,21.433441162109375,19.333831787109375,23.2381591796875,28.203857421875,29.550628662109375,29.04168701171875,29.313262939453125
2016-10-01,13.475067138671875,16.001007080078125,19.468963623046875,21.029388427734375,20.889251708984375,19.871063232421875,24.8218994140625,30.320770263671875,30.074005126953125,28.349761962890625,27.787506103515625
2016-11-01,10.6317138671875,12.463287353515625,17.4132080078125,20.6002197265625,20.475311279296875,19.5003662109375,23.68902587890625,29.0400390625,27.75372314453125,24.773284912109375,24.743377685546875
2016-12-01,8.08636474609375,10.808929443359375,15.89410400390625,19.7227783203125,19.269927978515625,17.1326904296875,21.473968505859375,26.361602783203125,23.452545166015625,20.464569091796875,19.7952880859375
2017-01-01,7.251495361328125,9.53485107421875,14.6014404296875,18.621551513671875,18.874053955078125,16.116729736328125,20.015106201171875,23.797454833984375,20.55255126953125,17.487945556640625,17.23516845703125
2017-02-01,6.49609375,8.9161376953125,14.44354248046875,18.02520751953125,18.8663330078125,15.7503662109375,20.3380126953125,23.331787109375,19.732391357421875,18.169586181640625,17.108306884765625
2017-03-01,5.980133056640625,8.4620361328125,13.74560546875,18.147003173828125,18.02471923828125,16.009063720703125,20.41241455078125,23.37261962890625,21.60589599609375,19.282440185546875,18.723663330078125
2017-04-01,6.829559326171875,9.10040283203125,13.12493896484375,18.555023193359375,18.63653564453125,16.5013427734375,20.2459716796875,23.67950439453125,23.716705322265625,21.189849853515625,20.90875244140625
2017-05-01,7.842864990234375,10.08056640625,14.624176025390625,18.85113525390625,18.8043212890625,16.2984619140625,20.145294189453125,23.054046630859375,24.305267333984375,23.28607177734375,21.51507568359375
